phage,host
MT657339,NZ_CABEIC010000001.1
MN369742,NZ_LN831039.1
MK937597,NZ_CABEIC010000001.1
MN234173,QLNP01000098
MN096370,NZ_CABEIC010000001.1
,NZ_ABYX02000001.1
MK937613,CP032788
MN062709,CP019892
MN585973,NZ_LN831039.1
MN586019,NZ_LN831039.1
MN234229,QLNP01000098
MN234175,QLNP01000098
MN234215,NZ_CP022580.1
MK937605,NZ_LN831039.1
MT310895,LC361338
MK494111,LC361338
MK977700,CP004353
MK977710,CP032788
MT889384,NZ_LN831039.1
MN586040,NZ_CABEIC010000001.1
MT657334,CP019892
,NZ_GG657753.1
MN908683,NZ_LN831039.1
MN586004,NZ_LN831039.1
MT024860,CP019892
MK737942,CP019892
MN428057,NZ_CP022580.1
MT889381,NZ_LN831039.1
MN369753,NZ_CABEIC010000001.1
MK814754,NZ_LN831039.1
MT657338,NZ_LN831039.1
MN585989,NZ_LN831039.1
MK919483,NZ_CABEIC010000001.1
MK494110,NZ_LN831039.1
MK967383,NZ_CABEIC010000001.1
MN444870,NZ_CABEIC010000001.1
MN444872,NZ_LN831039.1
MK967396,NZ_CABEIC010000001.1
MN284904,NZ_CABEIC010000001.1
MT771350,CP019892
MK875796,NZ_CABEIC010000001.1
MW055910,QLNP01000098
MN369751,NZ_LN831039.1
MK878903,NZ_CABEIC010000001.1
MN586059,NZ_LT629770
MK919480,NZ_LN831039.1
MN428062,CP019892
MT310868,NZ_LN831039.1
MT310894,CP019892
MN813684,NZ_LT629770
MK801727,NZ_CABEIC010000001.1
MK660713,MT645820.1
MK977709,NZ_LN831039.1
MT657340,FN554889
MW055911,CP019892
MT889385,NZ_LN831039.1
MN234172,NZ_LN831039.1
MT986028,LC361338
MT684600,NZ_JYBE02000001.1
MH479927,NZ_CABEIC010000001.1
MN586046,NZ_LN831039.1
MK620905,CP019892
MK878904,CP019892
MT498047,CP019892
NC_019930,NZ_CP029197.1
AF068845,NZ_LN831039.1
MN234209,NZ_LN831039.1
MN234161,NZ_CABEIC010000001.1
MH171098,NZ_BMTY00000000.1
MN096364,NZ_LN831039.1
MN369750,NZ_JYBE02000001.1
MT522002,NZ_LN831039.1
MT952847,NZ_LN831039.1
MN234228,NZ_LN831039.1
HM486077,NC_014159.1
KR053196,NC_030916.1
MN586013,NZ_LN831039.1
MN585997,NZ_LN831039.1
MK967378,NZ_CABEIC010000001.1
MK494098,NZ_CABEIC010000001.1
MN369743,NZ_JYBE02000001.1
MN276192,NZ_LN831039.1
MN234178,QLNP01000098
MT889382,NZ_LN831039.1
MW055912,QLNP01000098
MT310869,CP019892
MN096373,NZ_JYBE02000001.1
MK977713,NZ_LN831039.1
,FN554889
MT897906,QLNP01000098
MK878902,NZ_CABEIC010000001.1
MT952843,NZ_CABEIC010000001.1
MN586024,NZ_LN831039.1
MK878905,NZ_LN831039.1
MK494099,NZ_LN831039.1
MN175603,NZ_LT629770
MT771349,NZ_LN831039.1
MT553344,NZ_CABEIC010000001.1
MT310887,CP019892
MN585982,NZ_CP022580.1
MT521997,NZ_CABEIC010000001.1
MN234189,MTKC01000003
MT310877,CP040255.1
MN586058,NZ_LN831039.1
MK864267,NZ_CABEIC010000001.1
MK864264,NZ_CABEIC010000001.1
MN329679,CP019892
MN234167,NZ_LN831039.1
MT310876,NZ_LN831039.1
MK967388,CP019892
MN234205,NZ_LN831039.1
MK937611,NZ_CABEIC010000001.1
MT114164,NZ_LN831039.1
MN096362,QLNP01000098
MT897910,NZ_LN831039.1
MN183281,CP019892
MN813698,NZ_CABEIC010000001.1
MT451981,MT024872.1
MT024865,MT024872.1
MK494102,NZ_LN831039.1
MK501729,NZ_CABEIC010000001.1
MN586038,NZ_LN831039.1
MK737944,CP019892
 KX585251,NZ_LN831039.1
MN585985,NZ_LN831039.1
MN096357,NZ_LT629770
MT657330,NZ_LN831039.1
MK875793,NZ_CABEIC010000001.1
MN369747,CP019892
MN428049,NZ_LN831039.1
MK967393,NZ_CP029197.1
MN284899,NZ_CM001889
MN735432,NZ_LN831039.1
MT024870,QLNP01000098
MK967395,NZ_LN831039.1
MK937600,NZ_LN831039.1
MK801721,NZ_CABEIC010000001.1
MT024866,NZ_LN831039.1
MT952849,NZ_LN831039.1
MT986027,CP019892
MN484599,NZ_JYBE02000001.1
MN585963,NZ_CABEIC010000001.1
MW055913,QLNP01000098
MN586018,NZ_LN831039.1
MK875799,NZ_LN831039.1
MK919473,LC361338
MK814748,NZ_LN831039.1
MN945901,NZ_LN831039.1
MW055914,CP019892
MN234195,NZ_LN831039.1
MK801725,NZ_CABEIC010000001.1
MK875791,NZ_CABEIC010000001.1
MH019215,NZ_BMTY00000000.1
MN586049,NZ_CP022580.1
MN096379,NZ_JYBE02000001.1
MT889364,QLNP01000098
MN585979,NZ_LN831039.1
MN183286,NZ_LN831039.1
MN234164,LC361338
MT639642,CP019892
MT024871,QLNP01000098
MN586003,NZ_CP022580.1
MN369766,NZ_CABEIC010000001.1
MN728683,NZ_LN831039.1
MT723941,NZ_CABEIC010000001.1
MH248947,NZ_BMTY00000000.1
MN183285,NZ_LN831039.1
MN234176,NZ_LN831039.1
MN234165,NZ_LN831039.1
MN284901,CP019892
MT310856,CP019892
MK878898,NZ_CABEIC010000001.1
MN369765,CP019892
MN586023,NZ_LN831039.1
MN183279,LC361338
MN234198,NZ_LN831039.1
MT889377,CP019892
MT684596,NZ_GG657757
MN908686,CP019892
MT771344,CP019892
MK919478,NZ_CABEIC010000001.1
MK937607,NZ_CABEIC010000001.1
MT498036,NZ_CABEIC010000001.1
MN096372,NZ_LN831039.1
MN204493,MTKC01000003
NC_001341,NC_010163.1
KF787094,NZ_CP025774.1
NC_049849,NZ_CADIKU010000001.1
NC_041997,NC_008752.1
NC_042028,NZ_CP015121.1
NC_048142,NZ_CP015121.1
NC_041998,NZ_CP015121.1
NC_049445,NZ_CP015121.1
NC_049511,NZ_CP015121.1
NC_049491,NZ_CP015121.1
NC_049490,NZ_CP015121.1
NC_041857,NZ_CP015121.1
NC_049441,NZ_CP015121.1
NC_049492,NZ_CP015121.1
NC_049479,NZ_CP015121.1
NC_049493,NZ_CP015121.1
NC_041905,NZ_CP015121.1
NC_047896,NZ_CP015121.1
NC_047883,NZ_CP015121.1
NC_048074,NZ_CP015121.1
NC_048075,NZ_CP015121.1
NC_048080,NZ_CP015121.1
NC_041884,NZ_CP015121.1
NC_049494,NZ_CP015121.1
NC_048076,NZ_CP015121.1
NC_041915,NZ_CP015121.1
NC_041914,NZ_CP015121.1
NC_048081,NZ_CP015121.1
NC_042003,NZ_CP015121.1
NC_042004,NZ_CP015121.1
NC_042005,NZ_CP015121.1
NC_042124,NZ_CP015121.1
NC_041966,NZ_CP015121.1
NC_041924,NZ_CP015121.1
NC_041967,NZ_CP015121.1
NC_048651,NZ_JYCD01000001.1
NC_048769,NZ_CP016990.1
NC_047966,NZ_CP016990.1
NC_048770,NZ_CP016990.1
NC_048773,NZ_CP016990.1
NC_048771,NZ_CP016990.1
NC_048772,NZ_CP016990.1
NC_047866,NZ_CP016990.1
NC_047949,NZ_CP016990.1
NC_047950,NZ_CP016990.1
NC_047865,NZ_CP016990.1
NC_048776,NZ_CP016990.1
NC_048774,NZ_CP016990.1
NC_048775,NZ_CP016990.1
NC_025459,NZ_CP016990.1
NC_048133,NZ_CP016990.1
NC_007022,NZ_CP021654.1
NC_005260,NZ_CP016990.1
NC_047845,NZ_SGOE01000001.1
NC_047846,NZ_SGOE01000001.1
NC_042013,NZ_SGOE01000001.1
NC_048878,NZ_MDHN01000001.1
NC_049498,NZ_QLNP01000001.1
NC_048098,NZ_QLNP01000001.1
NC_048739,NZ_QLNP01000001.1
NC_048091,NZ_QLNP01000001.1
NC_048092,NZ_QLNP01000001.1
NC_048099,NZ_QLNP01000001.1
NC_048093,NZ_BJMO01000001.1
NC_048094,NZ_QLNP01000001.1
NC_048095,NZ_QLNP01000001.1
NC_048100,NZ_QLNP01000001.1
NC_049473,NZ_QLNP01000001.1
NC_048115,NZ_QLNP01000001.1
NC_048140,NZ_QLNP01000001.1
NC_048740,NZ_QLNP01000001.1
NC_048096,NZ_QLNP01000001.1
NC_048152,NZ_QLNP01000001.1
NC_049470,NZ_QLNP01000001.1
NC_049465,NZ_QLNP01000001.1
NC_048097,NZ_QLNP01000001.1
NC_009760,NZ_CM000747.1
NC_031121,NZ_CM000747.1
NC_047736,NZ_CP053931.1
NC_005258,NZ_CM000747.1
NC_047735,NZ_CP053931.1
NC_049961,NZ_CM000747.1
NC_031024,NZ_CM000747.1
NC_047744,NZ_CP011007.1
NC_023501,NZ_CP053931.1
NC_018085,NZ_CM000747.1
NC_024216,NZ_CM000747.1
NC_048698,NZ_CM000747.1
DQ222851,NC_007530.2
NC_031015,NZ_CM000747.1
NC_048667,NZ_CP053931.1
NC_031054,NZ_CM000747.1
NC_049967,NZ_CP053931.1
NC_049968,NZ_CP053931.1
NC_049969,NZ_CP053931.1
NC_024207,NZ_CM000747.1
NC_007814,NZ_CP053931.1
NC_007458,NZ_CP053931.1
NC_006945,NZ_CM000747.1
NC_024213,NZ_CM000747.1
NC_049960,NZ_CM000747.1
NC_024205,NZ_CM000747.1
NC_031012,NZ_CM000747.1
NC_049964,NZ_CP053931.1
NC_024211,NZ_CM000747.1
NC_048641,NZ_CP053931.1
NC_028886,NZ_CP053931.1
NC_028886,NZ_CM000747.1
NC_029008,NZ_CP053931.1
NC_029008,NZ_CM000747.1
NC_023599,NZ_CM000747.1
NC_019502,NZ_CM000747.1
KF669657,NZ_NUFU01000011.1
NC_049959,NZ_CP053931.1
NC_024788,NZ_CM000747.1
NC_031034,NZ_CM000747.1
NC_049962,NZ_CM000747.1
NC_011645,NZ_CP053931.1
NC_028890,NZ_CP053931.1
NC_028890,NZ_CM000747.1
NC_048735,NZ_KK211277.1
NC_048633,NZ_CP053931.1
NC_049971,NZ_CP011007.1
NC_049972,NZ_CP011007.1
NC_048762,NZ_CM000747.1
NC_048640,NZ_CM000747.1
NC_022773,NZ_CP011007.1
NC_042140,NZ_NUFU01000011.1
NC_011167,NZ_CM000747.1
NC_049973,NZ_LDUS01000001.1
NC_049461,NZ_NQCD01000010.1
NC_049461,NC_013716.1
KP296794,NZ_CP019687.1
NC_049977,NZ_ABJL02000008.1
NC_048859,NZ_QGLK01000001.1
NC_048858,NZ_QGLK01000001.1
NC_047876,NZ_LR134326.1
NC_047877,NZ_LR134326.1
NC_047878,NZ_LR134326.1
NC_047879,NZ_LR134326.1
NC_047861,NZ_LR134326.1
KC595516,NZ_CP025545.1
NC_041976,NZ_CP025545.1
NC_047851,NZ_UFTQ01000003.1
KC556893,NC_003317.1
KC556894,NC_007618.1
KC556895,NC_010103.1
KC556896,NC_004310.3
KC556898,NC_007618.1
NC_049850,NZ_MUTR01000001.1
NC_049851,NZ_MUTR01000001.1
NC_013055,NZ_CP008781.1
NC_013055,NZ_CP024902.1
JX681814,NZ_CP008781.1
NC_047752,NZ_MUTR01000001.1
NC_005262,NZ_MUTR01000001.1
NC_009015,NC_008390.1
NC_018452,NZ_MUTR01000001.1
NC_021791,NZ_CP009976.1
KC821615,NZ_CP009976.1
KC821625,NZ_CP009976.1
NC_021795,NZ_CP009976.1
KC821627,NZ_CP009976.1
KC821628,NZ_CP009976.1
KC821621,NZ_CP009976.1
NC_021804,NZ_CP009976.1
KC821630,NZ_CP009976.1
KC821610,NZ_CP009976.1
KC821612,NZ_CP009976.1
KC821634,NZ_CP009976.1
KC821631,NZ_CP009976.1
NC_047823,NZ_CP024819.1
NC_042067,NZ_CP024819.1
NC_023548,NC_013716.1
NC_025414,NZ_CP024819.1
NC_041977,NZ_CP024819.1
NC_048065,NZ_CP024819.1
NC_047920,NC_013716.1
NC_048643,NZ_CP019870.1
NC_048642,NZ_CP019870.1
NC_024144,NZ_CP019870.1
NC_048738,NC_008261.1
NC_048661,NC_008261.1
NC_048629,NC_008261.1
NC_019924,NZ_CP011663.1
LN681534,NZ_CP019870.1
NC_015568,NZ_CP019870.1
NC_029116,NZ_CP019870.1
NC_011318,NC_008261.1
JF767210,NC_008261.1
NC_030950,NC_004557.1
NC_028991,NC_004557.1
NC_029004,NC_004557.1
NC_030949,NC_004557.1
NC_014457,NZ_CP014170.1
NC_028883,NZ_CP019870.1
NC_048712,NC_008261.1
NC_048791,NZ_CP032788.1
NC_042085,NZ_CP004353.1
NC_042086,NZ_CP004353.1
NC_048787,NZ_CP032788.1
NC_048070,NZ_CP032788.1
NC_048790,NZ_CP032788.1
NC_042354,NZ_LOQW01000006.1
NC_042355,NZ_LOQW01000006.1
NC_042139,NZ_CP004353.1
NC_048069,NZ_CP032788.1
NC_048780,NZ_CP032788.1
NC_048789,NZ_CP032788.1
NC_042087,NZ_CP004353.1
NC_048088,NZ_CP027107.1
NC_019934,NZ_CP027107.1
JF314845,NZ_CP027107.1
NC_047854,NZ_CP027107.1
NC_048161,NC_013282.2
NC_019401,NZ_CP027107.1
NC_048645,NZ_CP027107.1
NC_048646,NZ_CP027107.1
NC_048664,NZ_CP027107.1
KM058087,NZ_CP027107.1
NC_047759,NZ_CP009460.1
NC_047961,NZ_CP015137.1
NC_048057,NZ_CP015137.1
NC_048059,NZ_CP015137.1
NC_048060,NZ_CP015137.1
NC_047964,NZ_CP015137.1
NC_048077,NZ_CP015137.1
NC_049371,NC_009952.1
KJ803031,NC_009952.1
NC_041921,NC_009952.1
NC_042029,NZ_CP028813.1
NC_026611,NZ_CM009828.1
AB757801,NZ_CM009828.1
NC_019420,NZ_CM009828.1
NC_020082,NZ_CM009828.1
NC_048182,NZ_CM009828.1
NC_048022,NZ_CP021140.1
KP791807,NZ_MWMD01000001.1
NC_048135,NZ_MWMD01000001.1
NC_042122,NZ_MWMD01000001.1
NC_049384,NZ_CP046618.1
NC_041980,NZ_LR134475.1
NC_027980,NZ_MWMD01000001.1
NC_049429,NZ_MWMD01000001.1
NC_048849,NZ_MWMD01000001.1
NC_043469,NZ_LR134475.1
NC_022750,NZ_NQCD01000010.1
NC_001421,NZ_CP048408.1
NC_001421,NC_021505.1
NC_001421,NZ_LS999521.1
NC_001421,NC_010554.1
NC_001421,NZ_AP014524.1
NC_042134,NZ_KZ846072.1
NC_018086,NZ_KZ846072.1
KY472224,NZ_KZ846072.1
KY303907,NZ_KZ846072.1
MT350292,NZ_KZ846072.1
MT350293,NZ_KZ846072.1
NC_047796,NZ_CP039729.1
MN995824,NZ_KZ846072.1
MH791397,NZ_KZ846072.1
MN871443,NZ_KZ846072.1
MK800154,NZ_KZ846072.1
MT119359,NZ_KZ846072.1
NC_041959,NZ_KZ846072.1
NC_042125,NZ_KZ846072.1
MH375074,NZ_KZ846072.1
MK982307,NZ_KZ846072.1
MT119360,NZ_KZ846072.1
MK125140,NZ_KZ846072.1
MN854830,NZ_KZ846072.1
MN241318,NZ_KZ846072.1
NC_047853,NZ_KZ846072.1
GQ478082,NZ_KZ846072.1
GQ478083,NZ_KZ846072.1
GQ478085,NZ_KZ846072.1
GQ478087,NZ_KZ846072.1
MG264739,NZ_KZ846072.1
NC_042021,NZ_KZ846072.1
NC_042022,NZ_KZ846072.1
NC_042023,NZ_KZ846072.1
NC_042101,NZ_KZ846072.1
NC_041960,NZ_KZ846072.1
MK268686,NZ_KZ846072.1
MK693030,NZ_KZ846072.1
MK721192,NZ_KZ846072.1
NC_049932,NZ_KZ846072.1
NC_049933,NZ_KZ846072.1
NC_049934,NZ_KZ846072.1
NC_049939,NZ_KZ846072.1
NC_049940,NZ_KZ846072.1
NC_049938,NZ_KZ846072.1
MK721197,NZ_KZ846072.1
NC_049936,NZ_KZ846072.1
NC_049935,NZ_KZ846072.1
NC_049931,NZ_CP039729.1
NC_049930,NZ_CP039729.1
LC513943,NZ_KZ846072.1
NC_042127,NZ_KZ846072.1
NC_042126,NZ_KZ846072.1
MN103542,NZ_KZ846072.1
MK721189,NZ_KZ846072.1
MK721199,NZ_KZ846072.1
MK721186,NZ_KZ846072.1
MK721200,NZ_KZ846072.1
MK721191,NZ_KZ846072.1
MK721187,NZ_KZ846072.1
MK721190,NZ_KZ846072.1
MK721194,NZ_KZ846072.1
MH618488,NZ_KZ846072.1
MH355583,NZ_KZ846072.1
MK360024,NZ_KZ846072.1
MK570225,NZ_KZ846072.1
"NC_024212, NC_041861",NZ_KZ846072.1
NC_048173,NC_013961.1
NC_023557,NC_013961.1
NC_047833,NZ_KE136308.1
NC_047978,NC_013961.1
NC_048828,NC_013961.1
NC_042056,NC_013961.1
NC_048807,NZ_CP023567.1
NC_019926,NC_013961.1
NC_015292,NC_013961.1
NC_049510,NC_013961.1
NC_049510,NZ_CP023567.1
NC_015295,NC_010694.1
NC_041978,NC_013961.1
NC_048702,NC_013961.1
NC_047995,NC_013961.1
NC_041972,NC_013961.1
NC_042098,NC_013961.1
NC_041973,NC_013961.1
NC_042018,NC_013961.1
NC_041974,NC_013961.1
NC_041975,NC_013961.1
NC_047880,NC_013961.1
NC_047815,NC_013961.1
NC_047917,NC_013961.1
NC_048016,NC_013961.1
KF030445,NC_013716.1
NC_047909,NZ_CP030777.1
NC_047910,NZ_CP030777.1
NC_047911,NZ_CP030777.1
NC_047912,NZ_CP030777.1
NC_047913,NZ_CP030777.1
NC_047916,NZ_CP030777.1
NC_047914,NZ_CP030777.1
NC_047915,NZ_CP030777.1
NC_041859,NZ_CP008880.1
NC_027125,NZ_CP013992.1
NC_041845,NZ_CP013992.1
NC_041872,NZ_CP008880.1
KR131710,NZ_LN831027.1
NC_041918,NZ_RCTK01000001.1
NC_042083,NZ_BEWM01000001.1
NC_048695,NZ_CABEIC010000001.1
NC_048018,NZ_CABEIC010000001.1
NC_048146,NZ_CABEIC010000001.1
NC_041883,NZ_CABEIC010000001.1
NC_048822,NZ_CP022580.1
NC_048783,NZ_CP022580.1
NC_047891,NZ_CABEIC010000001.1
NC_047892,NZ_CABEIC010000001.1
NC_042108,NZ_CABEIC010000001.1
NC_048169,NZ_CABEIC010000001.1
NC_048768,NZ_CABEIC010000001.1
NC_048810,NZ_CP022580.1
NC_048825,NZ_CP022580.1
NC_048021,NZ_CABEIC010000001.1
NC_048750,NZ_CABEIC010000001.1
NC_048185,NZ_CABEIC010000001.1
NC_047921,NZ_CABEIC010000001.1
NC_048027,NZ_CABEIC010000001.1
NC_031936,NZ_CP027114.1
NC_048083,NZ_CABEIC010000001.1
NC_048812,NZ_CP022580.1
NC_048176,NZ_CABEIC010000001.1
NC_015720,NZ_CP041695.1
NC_015720,NC_012490.1
NC_015720,NZ_QEOC01000001.1
NC_015720,NC_018681.1
NC_016166,NZ_LR134352.1
NC_016166,NZ_CP006850.1
NC_016166,NZ_AWTB01000001.1
NC_016166,NZ_BAOP01000115.1
NC_042088,NZ_CABEIC010000001.1
NC_048039,NZ_CABEIC010000001.1
NC_048820,NZ_CP022580.1
NC_048851,NZ_CABEIC010000001.1
NC_041950,NZ_CABEIC010000001.1
NC_048141,NZ_CABEIC010000001.1
NC_048793,NZ_CP022580.1
NC_048814,NZ_CP022580.1
NC_042045,NZ_CABEIC010000001.1
NC_042089,NZ_CABEIC010000001.1
NC_048816,NZ_CP022580.1
NC_048040,NZ_CABEIC010000001.1
NC_048813,NZ_CP022580.1
NC_048749,NZ_CABEIC010000001.1
NC_048028,NZ_CABEIC010000001.1
NC_048019,NZ_CABEIC010000001.1
NC_048815,NZ_CP022580.1
NC_048876,NZ_CP022580.1
NC_048746,NZ_CABEIC010000001.1
NC_042132,NZ_CABEIC010000001.1
NC_048207,NZ_CABEIC010000001.1
NC_041886,NZ_CABEIC010000001.1
NC_047990,NZ_CABEIC010000001.1
NC_048817,NZ_CABEIC010000001.1
NC_047991,NZ_CABEIC010000001.1
NC_048823,NZ_CP022580.1
NC_030921,NZ_CABEIC010000001.1
NC_042123,NZ_CABEIC010000001.1
NC_048826,NZ_CP022580.1
NC_047825,NZ_JH603143.1
NC_048753,NZ_LS483405.1
NC_048752,NZ_LS483405.1
NC_047739,NZ_CP030105.1
NC_047924,NZ_CP030105.1
NC_048737,NC_013198.1
NC_048085,NZ_CP030105.1
NC_048084,NZ_CP030105.1
NC_007924,NC_008530.1
NC_027990,NZ_LS483405.1
NC_047897,NZ_CP030105.1
NC_029058,NZ_CP017151.1
NC_029068,NZ_CP017151.1
NC_048134,NZ_CP030105.1
NC_048677,NZ_CP032757.1
NC_048677,NZ_CP030105.1
NC_047931,NZ_CP030105.1
NC_047925,NZ_CP030105.1
NC_047764,NZ_CP030105.1
NC_019782,NZ_WCFV01000001.1
NC_022775,NZ_AP019750.1
NC_027982,NZ_CP017151.1
NC_022757,NC_022112.1
NC_047760,NZ_LS483405.1
NC_048754,NZ_LS483405.1
NC_047918,NZ_CP030105.1
NC_047926,NZ_CP030105.1
NC_048625,NC_022112.1
NC_012530,NC_022112.1
NC_022989,NZ_AP019750.1
KC182543,NZ_PKRZ01000001.1
KC182548,NZ_PKRZ01000001.1
NC_049348,NZ_PKRZ01000001.1
NC_049349,NZ_PKRZ01000001.1
NC_049397,NZ_PKRZ01000001.1
NC_049374,NZ_PKRZ01000001.1
NC_049377,NZ_PKRZ01000001.1
NC_049398,NZ_PKRZ01000001.1
NC_049399,NZ_PKRZ01000001.1
NC_049400,NZ_PKRZ01000001.1
NC_049401,NZ_PKRZ01000001.1
NC_049402,NZ_PKRZ01000001.1
NC_049376,NZ_PKRZ01000001.1
NC_049810,NZ_PKRZ01000001.1
NC_049403,NZ_PKRZ01000001.1
NC_049404,NZ_PKRZ01000001.1
NC_049405,NZ_PKRZ01000001.1
NC_049406,NZ_PKRZ01000001.1
NC_049811,NZ_PKRZ01000001.1
NC_049407,NZ_PKRZ01000001.1
NC_049408,NZ_PKRZ01000001.1
NC_049409,NZ_PKRZ01000001.1
NC_049410,NZ_PKRZ01000001.1
NC_049411,NZ_PKRZ01000001.1
NC_049412,NZ_PKRZ01000001.1
NC_049446,NZ_PKRZ01000001.1
NC_049360,NZ_PKRZ01000001.1
NC_049366,NZ_PKRZ01000001.1
NC_049356,NZ_PKRZ01000001.1
NC_049362,NZ_PKRZ01000001.1
NC_049363,NZ_PKRZ01000001.1
NC_049357,NZ_PKRZ01000001.1
NC_049364,NZ_PKRZ01000001.1
NC_049354,NZ_PKRZ01000001.1
NC_049355,NZ_PKRZ01000001.1
NC_049367,NZ_PKRZ01000001.1
NC_049358,NZ_PKRZ01000001.1
NC_049365,NZ_PKRZ01000001.1
NC_049359,NZ_PKRZ01000001.1
NC_049361,NZ_PKRZ01000001.1
NC_049369,NZ_PKRZ01000001.1
NC_049368,NZ_PKRZ01000001.1
NC_049370,NZ_PKRZ01000001.1
NC_049413,NZ_PKRZ01000001.1
NC_049414,NZ_PKRZ01000001.1
NC_049415,NZ_PKRZ01000001.1
NC_049854,NZ_PKRZ01000001.1
NC_049856,NZ_PKRZ01000001.1
NC_049807,NZ_PKRZ01000001.1
JQ740790,NZ_PKRZ01000001.1
JQ740791,NZ_PKRZ01000001.1
JQ740792,NZ_PKRZ01000001.1
JQ740793,NZ_PKRZ01000001.1
JQ740794,NZ_PKRZ01000001.1
JQ740795,NZ_PKRZ01000001.1
JQ740796,NZ_PKRZ01000001.1
JQ740797,NZ_PKRZ01000001.1
JQ740798,NZ_PKRZ01000001.1
JQ740799,NZ_PKRZ01000001.1
JQ740800,NZ_PKRZ01000001.1
JQ740801,NZ_PKRZ01000001.1
JQ740802,NZ_PKRZ01000001.1
JQ740803,NZ_PKRZ01000001.1
JQ740805,NZ_PKRZ01000001.1
JQ740806,NZ_PKRZ01000001.1
JQ740807,NZ_PKRZ01000001.1
JQ740808,NZ_PKRZ01000001.1
JQ740809,NZ_PKRZ01000001.1
JQ740810,NZ_PKRZ01000001.1
JQ740811,NZ_PKRZ01000001.1
JQ740812,NZ_PKRZ01000001.1
JQ740814,NZ_PKRZ01000001.1
NC_049480,NZ_PKRZ01000001.1
NC_049481,NZ_PKRZ01000001.1
NC_049482,NZ_PKRZ01000001.1
NC_049483,NZ_PKRZ01000001.1
NC_049484,NZ_PKRZ01000001.1
NC_049485,NZ_PKRZ01000001.1
NC_049486,NZ_PKRZ01000001.1
NC_049487,NZ_PKRZ01000001.1
NC_049488,NZ_PKRZ01000001.1
NC_049375,NZ_PKRZ01000001.1
NC_049422,NZ_PKRZ01000001.1
NC_049423,NZ_PKRZ01000001.1
NC_049416,NZ_PKRZ01000001.1
NC_049417,NZ_PKRZ01000001.1
NC_049418,NZ_PKRZ01000001.1
NC_049419,NZ_PKRZ01000001.1
NC_049420,NZ_PKRZ01000001.1
NC_049421,NZ_PKRZ01000001.1
NC_049806,NZ_PKRZ01000001.1
NC_049855,NZ_PKRZ01000001.1
NC_049447,NZ_PKRZ01000001.1
NC_049812,NZ_PKRZ01000001.1
NC_049857,NZ_PKRZ01000001.1
NC_049474,NZ_PKRZ01000001.1
DQ838728,NZ_PKRZ01000001.1
NC_049476,NZ_PKRZ01000001.1
NC_049808,NZ_PKRZ01000001.1
NC_049475,NZ_PKRZ01000001.1
NC_049809,NZ_PKRZ01000001.1
NC_049381,NZ_PKRZ01000001.1
KF676640,NZ_PKRZ01000001.1
DQ394806,NZ_PKRZ01000001.1
DQ394807,NZ_PKRZ01000001.1
DQ394808,NZ_PKRZ01000001.1
DQ394809,NZ_PKRZ01000001.1
NC_049425,NZ_PKRZ01000001.1
NC_049426,NZ_PKRZ01000001.1
NC_008370,NZ_PKRZ01000001.1
NC_017695,NZ_PKRZ01000001.1
NC_017702,NZ_PKRZ01000001.1
NC_017698,NZ_PKRZ01000001.1
NC_017696,NZ_PKRZ01000001.1
NC_013153,NZ_PKRZ01000001.1
NC_013154,NZ_PKRZ01000001.1
NC_008371,NZ_PKRZ01000001.1
NC_042024,NZ_PKRZ01000001.1
NC_047843,NZ_CP013990.1
NC_048678,NZ_RQHA01000004.1
NC_048679,NZ_RQHA01000004.1
L06183,NZ_CP014324.1
DQ426904,NC_021883.1
DQ426905,NC_021883.1
NC_047750,NC_021883.1
JN255163,NC_021883.1
NC_028743,NC_021883.1
NC_047821,NC_015276.1
NC_048761,NZ_CP041040.1
NC_048778,NZ_CP041040.1
NC_047972,NZ_CP041040.1
NC_048801,NZ_CP041040.1
NC_048860,NZ_CP041040.1
NC_048090,NZ_CP041040.1
NC_048733,NZ_AQYI01000001.1
NC_042099,NZ_CP041040.1
NC_048017,NZ_CP041040.1
NC_042109,NZ_CP041040.1
NC_048165,NZ_AQYI01000001.1
NC_042117,NZ_CP041040.1
NC_048101,NZ_CP041040.1
NC_042110,NZ_CP041040.1
NC_047977,NZ_CP041040.1
NC_047973,NZ_CP041040.1
NC_042111,NZ_CP041040.1
NC_048020,NZ_CP041040.1
NC_042118,NZ_CP041040.1
NC_047986,NZ_CP041040.1
NC_049927,NZ_CP041040.1
NC_047987,NZ_AQYI01000001.1
NC_047988,NZ_AQYI01000001.1
NC_049928,NZ_CP041040.1
NC_048038,NZ_CP041040.1
NC_048068,NZ_CP041040.1
NC_047976,NZ_CP041040.1
NC_048877,NZ_CP041040.1
NC_042119,NZ_CP041040.1
NC_047993,NZ_CP041040.1
NC_047989,NZ_AQYI01000001.1
NC_048144,NZ_CP041040.1
NC_047975,NZ_CP041040.1
NC_049929,NZ_CP041040.1
NC_048777,NZ_CP041040.1
NC_047992,NZ_AQYI01000001.1
KC787107,NZ_LN831039.1
NC_004687,NZ_CP011491.1
NC_048696,NZ_LN831039.1
KC787108,NZ_LN831039.1
NC_042050,NZ_LN831039.1
KJ725374,NZ_LN831039.1
NC_028662,NZ_UGQI01000002.1
NC_003387,NZ_AP012555.1
NC_048756,NZ_CP007203.1
NC_023559,NZ_CP014324.1
NC_023560,NZ_CP014324.1
NC_048688,NZ_CP019687.1
NC_048717,NZ_CP019687.1
